Discard?,DOI,Pub Year,Study_number,RN,Author,Study_midyear,Ecosystem_type,Manipulation,Manipulation_V2,Manipulation_level,Latitude,Longitude,Elevation,Soil_type,Meas_method,Soil_drainage,CH4_annual,CH4_growingseason,CH4_monthly,CH4-C_converted,Season_converted,N,CH4_flux_unit,CH4_flux_unit_V2,SD_CH4_annual,SD_CH4_growingseason,SD_CH4_monthly,SM_value,SM_sd,SM_depth,SM_unit,same timescale as flux? (T/F),"if False, timescale",Timeseries Data?,Notes
,10.1007/s100210000009,2000,23057,2,Verchot,1996,Forest,None,None,,-2.983,-47.517,,Haplustox,Gas chromatography,Dry,-1,,,,,,kg CH4 ha-1 y-1,kg/ha/yr,,,,,,30,WFPS%,TRUE,,Figure/Table,"WFPS data is not available in this paper, included in the Fig/Table but can be revisited later. Has a 3D linear regression of WFPS, CO2, and CH4. Only used annual data b/c the dry/wet season data is useless without WFPS data"
,10.1007/s100210000009,2000,23057,3,Verchot,1996,Pasture,None,None,,-2.983,-47.517,,Haplustox,Gas chromatography,Dry,-1.3,,,,,,kg CH4 ha-1 y-1,kg/ha/yr,,,,,,30,WFPS%,TRUE,,Figure/Table,"WFPS data is not available in this paper, included in the Fig/Table but can be revisited later. Has a 3D linear regression of WFPS, CO2, and CH4. Only used annual data b/c the dry/wet season data is useless without WFPS data"
,10.1007/s100210000009,2000,23057,4,Verchot,1996,Pasture,None,None,,-2.983,-47.517,,Haplustox,Gas chromatography,Dry,-3.1,,,,,,kg CH4 ha-1 y-1,kg/ha/yr,,,,,,30,WFPS%,TRUE,,Figure/Table,"WFPS data is not available in this paper, included in the Fig/Table but can be revisited later. Has a 3D linear regression of WFPS, CO2, and CH4. Only used annual data b/c the dry/wet season data is useless without WFPS data"
,10.1002/gbc.20046,2013,23056,1,Venkiteswaran,1999.5,Water Reservoir,Flooding,Precipitation,,49.667,-94.75,,,Gas chromatography,Wet,,4.6,,6.143939389,20.61192569,,kg C ha-1 season-1,kg/ha/yr,,,,1,,,WFPS%,TRUE,,,15-16wk period each yr beginning in may/june - Is accounting for soil biomass a relevant statistic?
,10.1002/gbc.20046,2013,23056,2,Venkiteswaran,2000.5,Water Reservoir,Flooding,Precipitation,,49.667,-94.75,,,Gas chromatography,Wet,,11.2,,14.95915677,50.18555821,,kg C ha-1 season-1,kg/ha/yr,,,,1,,,WFPS%,TRUE,,,15-16wk period each yr beginning in may/june - Is accounting for soil biomass a relevant statistic?
,10.1002/gbc.20046,2013,23056,3,Venkiteswaran,2001.5,Water Reservoir,Flooding,Precipitation,,49.667,-94.75,,,Gas chromatography,Wet,,11.4,,15.22628457,51.08172889,,kg C ha-1 season-1,kg/ha/yr,,,,1,,,WFPS%,TRUE,,,15-16wk period each yr beginning in may/june - Is accounting for soil biomass a relevant statistic?
,10.1002/gbc.20046,2013,23056,4,Venkiteswaran,2002.5,Water Reservoir,Flooding,Precipitation,,49.667,-94.75,,,Gas chromatography,Wet,,5.7,,7.613142286,25.54086444,,kg C ha-1 season-1,kg/ha/yr,,,,1,,,WFPS%,TRUE,,,15-16wk period each yr beginning in may/june - Is accounting for soil biomass a relevant statistic?
,10.1002/gbc.20046,2013,23056,5,Venkiteswaran,2003.5,Water Reservoir,Flooding,Precipitation,,49.667,-94.75,,,Gas chromatography,Wet,,5.8,,7.746706186,25.98894979,,kg C ha-1 season-1,kg/ha/yr,,,,1,,,WFPS%,TRUE,,,15-16wk period each yr beginning in may/june - Is accounting for soil biomass a relevant statistic?
,10.1002/gbc.20046,2013,23056,6,Venkiteswaran,1999.5,Water Reservoir,Flooding,Precipitation,,49.667,-94.75,,,Gas chromatography,Wet,,3,,4.006916993,13.44256023,,kg C ha-1 season-1,kg/ha/yr,,,,1,,,WFPS%,TRUE,,,15-16wk period each yr beginning in may/june - Is accounting for soil biomass a relevant statistic?
,10.1002/gbc.20046,2013,23056,7,Venkiteswaran,2000.5,Water Reservoir,Flooding,Precipitation,,49.667,-94.75,,,Gas chromatography,Wet,,8.4,,11.21936758,37.63916865,,kg C ha-1 season-1,kg/ha/yr,,,,1,,,WFPS%,TRUE,,,15-16wk period each yr beginning in may/june - Is accounting for soil biomass a relevant statistic?
,10.1002/gbc.20046,2013,23056,8,Venkiteswaran,2001.5,Water Reservoir,Flooding,Precipitation,,49.667,-94.75,,,Gas chromatography,Wet,,11.6,,15.49341237,51.97789957,,kg C ha-1 season-1,kg/ha/yr,,,,1,,,WFPS%,TRUE,,,15-16wk period each yr beginning in may/june - Is accounting for soil biomass a relevant statistic?
,10.1002/gbc.20046,2013,23056,9,Venkiteswaran,2002.5,Water Reservoir,Flooding,Precipitation,,49.667,-94.75,,,Gas chromatography,Wet,,9,,12.02075098,40.3276807,,kg C ha-1 season-1,kg/ha/yr,,,,1,,,WFPS%,TRUE,,,15-16wk period each yr beginning in may/june - Is accounting for soil biomass a relevant statistic?
,10.1002/gbc.20046,2013,23056,10,Venkiteswaran,2003.5,Water Reservoir,Flooding,Precipitation,,49.667,-94.75,,,Gas chromatography,Wet,,8.2,,10.95223978,36.74299797,,kg C ha-1 season-1,kg/ha/yr,,,,1,,,WFPS%,TRUE,,,15-16wk period each yr beginning in may/june - Is accounting for soil biomass a relevant statistic?
,10.1002/gbc.20046,2013,23056,11,Venkiteswaran,1999.5,Water Reservoir,Flooding,Precipitation,,49.667,-94.75,,,Gas chromatography,Wet,,3.4,,4.541172592,15.2349016,,kg C ha-1 season-1,kg/ha/yr,,,,1,,,WFPS%,TRUE,,,15-16wk period each yr beginning in may/june - Is accounting for soil biomass a relevant statistic?
,10.1002/gbc.20046,2013,23056,12,Venkiteswaran,2000.5,Water Reservoir,Flooding,Precipitation,,49.667,-94.75,,,Gas chromatography,Wet,,10.2,,13.62351778,45.70470479,,kg C ha-1 season-1,kg/ha/yr,,,,1,,,WFPS%,TRUE,,,15-16wk period each yr beginning in may/june - Is accounting for soil biomass a relevant statistic?
,10.1002/gbc.20046,2013,23056,13,Venkiteswaran,2001.5,Water Reservoir,Flooding,Precipitation,,49.667,-94.75,,,Gas chromatography,Wet,,15.4,,20.56884056,69.00514253,,kg C ha-1 season-1,kg/ha/yr,,,,1,,,WFPS%,TRUE,,,15-16wk period each yr beginning in may/june - Is accounting for soil biomass a relevant statistic?
,10.1002/gbc.20046,2013,23056,14,Venkiteswaran,2002.5,Water Reservoir,Flooding,Precipitation,,49.667,-94.75,,,Gas chromatography,Wet,,8.5,,11.35293148,38.087254,,kg C ha-1 season-1,kg/ha/yr,,,,1,,,WFPS%,TRUE,,,15-16wk period each yr beginning in may/june - Is accounting for soil biomass a relevant statistic?
,10.1002/gbc.20046,2013,23056,15,Venkiteswaran,2003.5,Water Reservoir,Flooding,Precipitation,,49.667,-94.75,,,Gas chromatography,Wet,,5.2,,6.945322787,23.30043774,,kg C ha-1 season-1,kg/ha/yr,,,,1,,,WFPS%,TRUE,,,15-16wk period each yr beginning in may/june - Is accounting for soil biomass a relevant statistic?
,10.5194/bg-12-4361-2015,2015,23055,1,Vanselow-Algan,2011.5,Wetland,None,None,,54.739,9.849,,Fibric Ombric Histosol,Gas chromatography,Wet,2.02,,,,,4,μg CH4 m−2 s −1,μg/m2/s,0.41,,,,,,,,,,
,10.5194/bg-12-4361-2015,2015,23055,2,Vanselow-Algan,2011.5,Wetland,None,None,,54.739,9.849,,Fibric Ombric Histosol,Gas chromatography,Wet,3.16,,,,,4,μg CH4 m−2 s −1,μg/m2/s,2.2,,,,,,,,,,
,10.5194/bg-12-4361-2015,2015,23055,3,Vanselow-Algan,2011.5,Wetland,None,None,,54.739,9.849,,Fibric Ombric Histosol,Gas chromatography,Wet,4.71,,,,,4,μg CH4 m−2 s −1,μg/m2/s,3.32,,,,,,,,,,
,10.5194/bg-12-4361-2015,2015,23055,4,Vanselow-Algan,2011.5,Wetland,None,None,,54.739,9.849,,Fibric Ombric Histosol,Gas chromatography,Wet,0.01,,,,,4,μg CH4 m−2 s −1,μg/m2/s,0.02,,,,,,,,,,
,10.1046/j.1365-2486.2000.00341.x,2000,23054,1,Tuittila,1996,Wetland,Wetting,Precipitation,,62.2,23.3,,,Gas chromatography,Wet,,,,,,,,,,,,,,,,,,Upon Request,
,10.5194/bg-11-2325-2014,2014,23053,1,Teh,2011.5,Forest,None,None,,-12.895,-71.401,900,,FID,Dry,,0.51,,0.6811758888,,5,mg CH4-C m-2 d-1,mg/m2/d,0.41,0.9167878708,,0.393,,10,VWC%,TRUE,,,"Oct - Apr (has two water measurments, dont understand the replicate count)"
,10.5194/bg-11-2325-2014,2014,23053,2,Teh,2011.5,Forest,None,None,,-13.049,-71.537,1700,,FID,Dry,,-0.49,,-0.6544631088,,5,mg CH4-C m-2 d-1,mg/m2/d,0.13,0.2906888371,,0.372,,10,VWC%,TRUE,,,Oct - Apr
,10.5194/bg-11-2325-2014,2014,23053,3,Teh,2011.5,Forest,None,None,,-13.19,-71.587,2700,,FID,Dry,,-0.54,,-0.7212450587,,5,mg CH4-C m-2 d-1,mg/m2/d,0.11,0.2459674775,,0.377,,10,VWC%,TRUE,,,Oct - Apr
,10.5194/bg-11-2325-2014,2014,23053,4,Teh,2011.5,Grassland,None,None,,-13.122,-71.615,3450,,FID,Dry,,18.57,,24.80281619,,5,mg CH4-C m-2 d-1,mg/m2/d,2.55,5.701973343,,0.716,,10,VWC%,TRUE,,,Oct - Apr
,10.5194/bg-11-2325-2014,2014,23053,5,Teh,2011.5,Forest,None,None,,-12.895,-71.401,900,,FID,Dry,,-0.32,,-0.4274044792,,5,mg CH4-C m-2 d-1,mg/m2/d,0.11,0.2459674775,,0.429,,10,VWC%,TRUE,,,May - Sep
,10.5194/bg-11-2325-2014,2014,23053,6,Teh,2011.5,Forest,None,None,,-13.049,-71.537,1700,,FID,Dry,,-0.84,,-1.121936758,,5,mg CH4-C m-2 d-1,mg/m2/d,0.07,0.1565247584,,0.318,,10,VWC%,TRUE,,,May - Sep
,10.5194/bg-11-2325-2014,2014,23053,7,Teh,2011.5,Forest,None,None,,-13.19,-71.587,2700,,FID,Dry,,-1.22,,-1.629479577,,5,mg CH4-C m-2 d-1,mg/m2/d,0.04,0.0894427191,,0.227,,10,VWC%,TRUE,,,May - Sep
,10.5194/bg-11-2325-2014,2014,23053,8,Teh,2011.5,Grassland,None,None,,-13.122,-71.615,3450,,FID,Dry,,0.97,,1.295569828,,5,mg CH4-C m-2 d-1,mg/m2/d,0.47,1.050951949,,0.712,,10,VWC%,TRUE,,,May - Sep
,10.1007/s11104-012-1168-9,2012,23052,1,Schäfer,2009,Wetland,None,None,,55.933,8.433,,,Gas chromatography,Wet,-0.01,,,,,34,mg CH4 m−2 h−1,mg/m2/h,0,,,0.55,,,VWC%,TRUE,,Figure/Table,VWC for each 10cm interval is shown in Fig. 2
,10.1007/s11104-012-1168-9,2012,23052,2,Schäfer,2009,Wetland,None,None,,55.933,8.433,,,Gas chromatography,Wet,-0.02,,,,,33,mg CH4 m−2 h−1,mg/m2/h,0.05744562647,,,0.55,,,VWC%,TRUE,,Figure/Table,VWC for each 10cm interval is shown in Fig. 2
,10.1007/s11104-012-1168-9,2012,23052,3,Schäfer,2009,Wetland,None,None,,55.933,8.433,,,Gas chromatography,Wet,-0.02,,,,,34,mg CH4 m−2 h−1,mg/m2/h,0.05830951895,,,0.55,,,VWC%,TRUE,,Figure/Table,VWC for each 10cm interval is shown in Fig. 2
,10.1007/s11104-012-1168-9,2012,23052,4,Schäfer,2009,Wetland,None,None,,57.217,9.817,,,Gas chromatography,Wet,-0.03,,,,,38,mg CH4 m−2 h−1,mg/m2/h,0.06164414003,,,0.66,,,VWC%,TRUE,,Figure/Table,VWC for each 10cm interval is shown in Fig. 2
,10.1007/s11104-012-1168-9,2012,23052,5,Schäfer,2009,Wetland,None,None,,57.217,9.817,,,Gas chromatography,Wet,-0.01,,,,,38,mg CH4 m−2 h−1,mg/m2/h,0.1849324201,,,0.66,,,VWC%,TRUE,,Figure/Table,VWC for each 10cm interval is shown in Fig. 2
,10.1007/s11104-012-1168-9,2012,23052,6,Schäfer,2009,Wetland,None,None,,57.217,9.817,,,Gas chromatography,Wet,0.74,,,,,38,mg CH4 m−2 h−1,mg/m2/h,0.6780855403,,,0.66,,,VWC%,TRUE,,Figure/Table,VWC for each 10cm interval is shown in Fig. 2
,10.1007/s11104-012-1168-9,2012,23052,7,Schäfer,2009,Wetland,None,None,,56.367,10.4,,,Gas chromatography,Wet,0,,,,,38,mg CH4 m−2 h−1,mg/m2/h,0.06164414003,,,0.49,,,VWC%,TRUE,,Figure/Table,VWC for each 10cm interval is shown in Fig. 2
,10.1007/s11104-012-1168-9,2012,23052,8,Schäfer,2009,Wetland,None,None,,56.367,10.4,,,Gas chromatography,Wet,3.32,,,,,38,mg CH4 m−2 h−1,mg/m2/h,5.239751903,,,0.49,,,VWC%,TRUE,,Figure/Table,VWC for each 10cm interval is shown in Fig. 2
,10.1007/s11104-012-1168-9,2012,23052,9,Schäfer,2009,Wetland,None,None,,56.367,10.4,,,Gas chromatography,Wet,0.05,,,,,38,mg CH4 m−2 h−1,mg/m2/h,0.2465765601,,,0.49,,,VWC%,TRUE,,Figure/Table,VWC for each 10cm interval is shown in Fig. 2
,10.1002/2014JG002851,2015,23051,1,Sakabe,2009.5,Forest,None,None,,35,136,222,cambisols,Gas chromatography,Dry,-142,,,-189.6607377,,1,mg C m-2 yr-1,mg/m2/yr,,,,0.61,,,WFPS%,TRUE,,Upon Request,
,10.1002/2014JG002851,2015,23051,2,Sakabe,2009.5,Forest,None,None,,35,136,222,cambisols,Gas chromatography,Dry,-825,,,-1101.902173,,1,mg C m-2 yr-1,mg/m2/yr,,,,0.31,,,WFPS%,TRUE,,Upon Request,
,10.1002/2014JG002851,2015,23051,3,Sakabe,2009.5,Forest,None,Anaerobic Incubation,,35,136,222,cambisols,Gas chromatography,Dry,-162,,,-216.3735176,,1,mg C m-2 yr-1,mg/m2/yr,,,,0.31,,,WFPS%,TRUE,,Upon Request,
Discard,10.1007/s11104-007-9421-3,2008,23050,1,Saggar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10.2134/jeq2018.02.0066,2018,23049,1,Ruis,2017,Agriculture,,,,40.846,-96.472,380,Typic Argiudolls,Gas chromatography,Dry,,,,,,,,,,,,,,,VWC%,TRUE,,Figure/Table,
,10.2134/jeq2018.02.0066,2018,23049,2,Ruis,2017,Agriculture,,,,40.582,-98.144,552,Udic Argiustoll,Gas chromatography,Dry,,,,,,,,,,,,,,,VWC%,TRUE,,Figure/Table,
,10.1111/j.1365-2486.2011.02563.x,2012,23048,1,Rowlings,2007.5,Agriculture,None,None,,-26.75,152.93,60,Dermosol,Gas chromatography,Dry,-11.2,,,-14.95915677,,4023,g CH4-C ha-1 day-1,g/ha/d,12.68542471,,,0.512,,10,VWC%,TRUE,,Figure/Table,
,10.1111/j.1365-2486.2011.02563.x,2012,23048,2,Rowlings,2008.5,Agriculture,None,None,,-26.75,152.93,60,Dermosol,Gas chromatography,Dry,-10.5,,,-14.02420947,,4570,g CH4-C ha-1 day-1,g/ha/d,13.52035502,,,0.478,,10,VWC%,TRUE,,Figure/Table,
,10.1007/s11356-016-8027-9,2017,23047,1,Ran,2014.5,Agriculture,None,None,,30.6,120.083,,Alfisol,Gas chromatography,Dry,,0.2,,,,3,kg CH4/ha,,,0.05,,90,,,WFPS%,TRUE,,Figure/Table,Data estimated from Figure 2
,10.1007/s11356-016-8027-9,2017,23047,1,Ran,2014.5,Agriculture,Fertilization,Fertilization,,30.6,120.083,,Alfisol,Gas chromatography,Dry,,0.2,,,,3,kg CH4/ha,,,0.1,,90,,,WFPS%,TRUE,,Figure/Table,Data estimated from Figure 2
,10.1007/s11356-016-8027-9,2017,23047,1,Ran,2014.5,Agriculture,Manure,Fertilization,,30.6,120.083,,Alfisol,Gas chromatography,Dry,,0.16,,,,3,kg CH4/ha,,,0.01,,90,,,WFPS%,TRUE,,Figure/Table,Data estimated from Figure 2
,10.1007/s11356-016-8027-9,2017,23047,1,Ran,2015.5,Agriculture,None,None,,30.6,120.083,,Alfisol,Gas chromatography,Dry,,0.45,,,,3,kg CH4/ha,,,0.2,,90,,,WFPS%,TRUE,,Figure/Table,Data estimated from Figure 2
,10.1007/s11356-016-8027-9,2017,23047,1,Ran,2015.5,Agriculture,Fertilization,Fertilization,,30.6,120.083,,Alfisol,Gas chromatography,Dry,,0.65,,,,3,kg CH4/ha,,,0.15,,90,,,WFPS%,TRUE,,Figure/Table,Data estimated from Figure 2
,10.1007/s11356-016-8027-9,2017,23047,1,Ran,2015.5,Agriculture,Manure,Fertilization,,30.6,120.083,,Alfisol,Gas chromatography,Dry,,1.25,,,,3,kg CH4/ha,,,0.025,,90,,,WFPS%,TRUE,,Figure/Table,Data estimated from Figure 2
,10.1111/gcbb.12618,2019,23046,1,Rahman,2014,Agriculture,None,None,,3.176,99.288,7,Red‐yellow podzol,Gas chromatography,Dry,,0.09,,,,,mg C m-2 day-1,,,0.011,,,,,,TRUE,,Upon Request,Values from Table 3
,10.1111/gcbb.12618,2019,23046,1,Rahman,2014,Agriculture,Fertilization,Fertilization,186 kgN/ha,3.176,99.288,7,Red‐yellow podzol,Gas chromatography,Dry,,-0.16,,,,,mg C m-2 day-1,,,0.004,,,,,,TRUE,,Upon Request,Values from Table 3
,10.1111/gcbb.12618,2019,23046,1,Rahman,2014,Agriculture,Fertilization,Fertilization,248 kgN/ha,3.176,99.288,7,Red‐yellow podzol,Gas chromatography,Dry,,-0.13,,,,,mg C m-2 day-1,,,0.039,,,,,,TRUE,,Upon Request,Values from Table 3
Discard,10.5194/bg-7-1715-2010,2010,23045,1,Pihlatie,2007.5,Wetland,None,None,,60.65,24.367,,,Gas chromatography,Medium,,,,,,,,,,,,,,,,,,,Not enough data
,10.11975/j.issn.1002-6819.2020.16.011,2020,23044,1,Peng,2019,Agriculture,Intermittent Irrigation,Precipitation,,28.43,115.967,,,Gas chromatography,Wet,,457.97,,611.6825917,1835.047775,,kg CH4 hm-2,kg/hm2/yr,,,,,,,,,,,June - September
,10.11975/j.issn.1002-6819.2020.16.011,2020,23044,2,Peng,2019,Agriculture,Intermittent Irrigation + N addition,Precipitation + Fertilization,135 kg N / hm2,28.43,115.967,,,Gas chromatography,Wet,,507.06,,677.2491101,2031.74733,,kg CH4 hm-2,kg/hm2/yr,,,,,,,,,,,June - September
,10.11975/j.issn.1002-6819.2020.16.011,2020,23044,3,Peng,2019,Agriculture,Intermittent Irrigation + N Addition,Precipitation + Fertilization,180 kg N / hm2,28.43,115.967,,,Gas chromatography,Wet,,429.77,,574.017572,1722.052716,,kg CH4 hm-2,kg/hm2/yr,,,,,,,,,,,June - September
,10.11975/j.issn.1002-6819.2020.16.011,2020,23044,4,Peng,2019,Agriculture,Flooding Irrigation,Precipitation,,28.43,115.967,,,Gas chromatography,Wet,,204.25,,272.8042653,818.4127958,,kg CH4 hm-2,kg/hm2/yr,,,,,,,,,,,June - September
,10.11975/j.issn.1002-6819.2020.16.011,2020,23044,5,Peng,2019,Agriculture,Flooding Irrigation + N Addition,Precipitation + Fertilization,135 kg N / hm2,28.43,115.967,,,Gas chromatography,Wet,,200.81,,268.2096671,804.6290013,,kg CH4 hm-2,kg/hm2/yr,,,,,,,,,,,June - September
,10.11975/j.issn.1002-6819.2020.16.011,2020,23044,6,Peng,2019,Agriculture,Flooding Irrigation + N Addition,Precipitation + Fertilization,180 kg N / hm2,28.43,115.967,,,Gas chromatography,Wet,,215.07,,287.2558792,861.7676376,,kg CH4 hm-2,kg/hm2/yr,,,,,,,,,,,June - September
,10.1002/2017JG003782,2017,23043,1,Pedersen,2015,Wetland,None,None,,68.346,18.826,410,,UGGA,Medium,-0.92,,,,,6,μmol CH4 m-2 h -1,μmol/m2/h,,,,0.34,,6,VWC%,TRUE,,Dataset Link,
,10.1002/2017JG003782,2017,23043,2,Pedersen,2015,Wetland,Litter Addition,Litter Addition,,68.346,18.826,410,,UGGA,Medium,-1,,,,,6,μmol CH4 m-2 h -1,μmol/m2/h,,,,0.28,,6,VWC%,TRUE,,Dataset Link,
,10.1002/2017JG003782,2017,23043,3,Pedersen,2015,Wetland,Warming,Warming,,68.346,18.826,410,,UGGA,Medium,-0.74,,,,,6,μmol CH4 m-2 h -1,μmol/m2/h,,,,0.33,,6,VWC%,TRUE,,Dataset Link,
,10.1002/2017JG003782,2017,23043,4,Pedersen,2015,Wetland,Warming + Litter addition,Warming + Litter addition,,68.346,18.826,410,,UGGA,Medium,-1.44,,,,,6,μmol CH4 m-2 h -1,μmol/m2/h,,,,0.23,,6,VWC%,TRUE,,Dataset Link,
,10.1186/s40064-015-0901-2,2015,23042,1,Oo,2012,Agriculture,None,None,,18.812,96.733,,fluvisol,Gas chromatography,Wet,,15.5,,,,,mg CH4 m−2 h−1,g/m2/yr,,5,,1,,10,WFPS,TRUE,,,SDs estimated by eye from Figure 5
,10.1186/s40064-015-0901-2,2015,23042,2,Oo,2012,Agriculture,Fertilization,Fertilization,"Nitrogen (N) 50 kg ha-1 (Ammonium sulfate), Phosphorus (P) 30 kg ha-1 (Triple superphosphate) and Potassium (K) 20 kg ha-1 (Muriate of potash)",18.812,96.733,,fluvisol,Gas chromatography,Wet,,11.4,,,,,mg CH4 m−2 h−1,g/m2/yr,,4,,1,,10,WFPS,TRUE,,,SDs estimated by eye from Figure 5
,10.1186/s40064-015-0901-2,2015,23042,3,Oo,2012,Agriculture,None,None,,18.812,96.733,,fluvisol,Gas chromatography,Wet,,16.8,,,,,mg CH4 m−2 h−1,g/m2/yr,,3,,1,,10,WFPS,TRUE,,,SDs estimated by eye from Figure 5
,10.1186/s40064-015-0901-2,2015,23042,4,Oo,2012,Agriculture,Fertilization,Fertilization,"Nitrogen (N) 50 kg ha-1 (Ammonium sulfate), Phosphorus (P) 30 kg ha-1 (Triple superphosphate) and Potassium (K) 20 kg ha-1 (Muriate of potash)",18.812,96.733,,fluvisol,Gas chromatography,Wet,,11.8,,,,,mg CH4 m−2 h−1,g/m2/yr,,5,,1,,10,WFPS,TRUE,,,SDs estimated by eye from Figure 5
,10.1002/jgrg.20031,2013,23041,1,Olson,2009.5,Wetland,None,None,,47.505,-93.489,,,Laser absorption spectrometry,Wet,15.7,,,,,,g CH4 m-2 yr-1,g/m2/yr,,,,,,,,,,,
,10.1002/jgrg.20031,2013,23041,2,Olson,2010.5,Wetland,None,None,,47.505,-93.489,,,Laser absorption spectrometry,Wet,16.3,,,,,,g CH4 m-2 yr-1,g/m2/yr,,,,,,,,,,,
,10.1002/jgrg.20031,2013,23041,3,Olson,2011.5,Wetland,None,None,,47.505,-93.489,,,Laser absorption spectrometry,Wet,33.2,,,,,,g CH4 m-2 yr-1,g/m2/yr,,,,,,,,,,,
,10.1111/gcb.14449,2018,23040,1,Nugent,2015,Wetland,None,,,47.967,-69.425,15,,Mass spectrometer,Wet,6.0,,,,,,g C m-2 yr-1,,4.0,,,,,,,TRUE,,Figure/Table,
,10.1111/gcb.14449,2018,23040,2,Nugent,2015,Wetland,Restored,,,47.967,-69.425,15,,Mass spectrometer,Wet,4.4,,,,,,g C m-2 yr-1,,0.2,,,,,,,TRUE,,Figure/Table,
,10.1007/s00442-016-3611-8,2016,23039,1,Niklaus,2008,Grassland,,,,50.9167,-11.5833,130,Eutric Fluvisol,Gas chromatography,Dry,,,,,,,,,,,,,,,,,,Upon Request,
Discard,10.1023/A:1015783801324,2002,23038,1,Mosier,,Grassland,,,,40.833,-104.7,1650,Ustollic camborthids,Gas chromatography,,,,,,,,,,,,,,,,,,,,No idea what the treatments are
,10.1007/s003740050264,1997,23037,1,Mishra,,Agriculture,None,None,,20.45016,85.93269,,typic Haplaquept,Gas chromatography,Dry,,73.8,,,,,mg CH4 pot–1,mg CH4 pot–1,,,,0.4,,,WHC%,TRUE,,,"120 day measurment (growing season) - Each result is one ""pot"""
,10.1007/s003740050264,1997,23037,2,Mishra,,Agriculture,Flooding,Precipitation,Continuously Flooded,20.45016,85.93269,,typic Haplaquept,Gas chromatography,Wet,,632.5,,,,,mg CH4 pot–1,mg CH4 pot–1,,,,1,,,WHC%,TRUE,,,"120 day measurment (growing season) - Each result is one ""pot"""
,10.1007/s003740050264,1997,23037,3,Mishra,,Agriculture,Flooding,Precipitation,Nonflooded (40 days) - Flooded (40 days) - Nonflooded (40 days),20.45016,85.93269,,typic Haplaquept,Gas chromatography,Medium,,195,,,,,mg CH4 pot–1,mg CH4 pot–1,,,,0.7,,,WHC%,FALSE,Refer to manipulation level,,"120 day measurment (growing season) - Each result is one ""pot"""
,10.1007/s003740050264,1997,23037,4,Mishra,,Agriculture,Flooding,Precipitation,Flooded (40 days) - nonflooded (40 days) - flooded (40 days),20.45016,85.93269,,typic Haplaquept,Gas chromatography,Medium,,370,,,,,mg CH4 pot–1,mg CH4 pot–1,,,,0.7,,,WHC%,FALSE,Refer to manipulation level,,"120 day measurment (growing season) - Each result is one ""pot"""
,10.1007/s003740050264,1997,23037,5,Mishra,,Agriculture,Flooding,Precipitation,Flooded and Non-flooded (20 day repeating cycle,20.45016,85.93269,,typic Haplaquept,Gas chromatography,Medium,,190,,,,,mg CH4 pot–1,mg CH4 pot–1,,,,0.7,,,WHC%,FALSE,Refer to manipulation level,,"120 day measurment (growing season) - Each result is one ""pot"""
,10.1007/s003740050264,1997,23037,6,Mishra,,Agriculture,Flooding,Precipitation,Flooded and Non-flooded (20 day repeating cycle,20.45016,85.93269,,typic Haplaquept,Gas chromatography,Medium,,260,,,,,mg CH4 pot–1,mg CH4 pot–1,,,,0.7,,,WHC%,FALSE,Refer to manipulation level,,"120 day measurment (growing season) - Each result is one ""pot"""
Discard,10.1111/sum.12552,2020,23036,1,Miller,,Agriculture,Wetting + Fertilization,Precipitation + Fertilization,,,,,,Gas chromatography,Dry,,,,,,,,,,,,,,,,,,,"Data for 22 days but has WHC data, discarded for now"
,10.11766/trxb201706260591,2018,23035,1,Lü,2014,Agriculture,None,None,,44.591,87.779,600,,Gas chromatography,Dry,2.2,,,2.938405795,0,1,C kg hm-2 a-1,kg/hm2/yr,0.5,,,,,,,,,Figure/Table,
,10.11766/trxb201706260591,2018,23035,2,Lü,2014,Agriculture,Fertilization,Fertilization,"240 kg hm-2 of N, 138 kg hm-2 of P, 58.5 kg hm-2 of K",44.591,87.779,600,,Gas chromatography,Dry,1,,,1.335638998,0,1,C kg hm-2 a-1,kg/hm2/yr,0.4,,,,,,,,,Figure/Table,
,10.11766/trxb201706260591,2018,23035,3,Lü,2014,Agriculture,Fertilization,Fertilization,"240 kg hm-2 of N, 138 kg hm-2 of P, 58.5 kg hm-2 of K",44.591,87.779,600,,Gas chromatography,Dry,-0.5,,,-0.6678194988,0,1,C kg hm-2 a-1,kg/hm2/yr,0.1,,,,,,,,,Figure/Table,
,10.11766/trxb201706260591,2018,23035,4,Lü,2014,Agriculture,Fertilization,Fertilization,"240 kg hm-2 of N, 138 kg hm-2 of P, 58.5 kg hm-2 of K",44.591,87.779,600,,Gas chromatography,Dry,3.3,,,4.407608692,0,1,C kg hm-2 a-1,kg/hm2/yr,0.9,,,,,,,,,Figure/Table,
,10.11766/trxb201706260591,2018,23035,5,Lü,2014,Agriculture,Fertilization,Fertilization,"360 kg hm-2 of N, 184 kg hm-2 of P, 78 kg hm-2 of K",44.591,87.779,600,,Gas chromatography,Dry,4.2,,,5.60968379,0,1,C kg hm-2 a-1,kg/hm2/yr,1.1,,,,,,,,,Figure/Table,
